Amper TH,Amper TH2,Province TH,Province EN,Amper TH3,CODE,Amper EN,ที่ว่าการอำเภอAmper TH Province TH,Lat,Lon
ป่าติ้ว,ป่าติ้ว,ยโสธร,Yasothon,ป่าติ้ว,35050000,Pa Tio,ที่ว่าการอำเภอป่าติ้ว ยโสธร,15.831342138344864,104.38551034429092
มหาชนะชัย,มหาชนะชัย,ยโสธร,Yasothon,มหาชนะชัย,35060000,Maha Chana Chai,ที่ว่าการอำเภอมหาชนะชัย ยโสธร,15.53247443181377,104.2424645332117
ค้อวัง,ค้อวัง,ยโสธร,Yasothon,ค้อวัง,35070000,Kho Wang,ที่ว่าการอำเภอค้อวัง ยโสธร,15.367671683610613,104.35778678102379
เลิงนกทา,เลิงนกทา,ยโสธร,Yasothon,เลิงนกทา,35080000,Loeng Nok Tha,ที่ว่าการอำเภอเลิงนกทา ยโสธร,16.207833891283876,104.55497247789017
ไทยเจริญ,ไทยเจริญ,ยโสธร,Yasothon,ไทยเจริญ,35090000,Thai Charoen,ที่ว่าการอำเภอไทยเจริญ ยโสธร,16.063198915166573,104.44727308459937
เมืองชัยภูมิ,เมืองชัยภูมิ,ชัยภูมิ,Chaiyaphum,เมืองชัยภูมิ,36010000,Mueang Chaiyaphum,ที่ว่าการอำเภอเมืองชัยภูมิ ชัยภูมิ,15.809781485736533,102.02033377050536
บ้านเขว้า,บ้านเขว้า,ชัยภูมิ,Chaiyaphum,บ้านเขว้า,36020000,Ban Khwao,ที่ว่าการอำเภอบ้านเขว้า ชัยภูมิ,15.778334283794903,101.90702222170779
คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,Chaiyaphum,คอนสวรรค์,36030000,Khon Sawan,ที่ว่าการอำเภอคอนสวรรค์ ชัยภูมิ,15.931555834516104,102.28118371823965
เกษตรสมบูรณ์,เกษตรสมบูรณ์,ชัยภูมิ,Chaiyaphum,เกษตรสมบูรณ์,36040000,Kaset Sombun,ที่ว่าการอำเภอเกษตรสมบูรณ์ ชัยภูมิ,16.28032577618898,101.9539288749888
หนองบัวแดง,หนองบัวแดง,ชัยภูมิ,Chaiyaphum,หนองบัวแดง,36050000,Nong Bua Daeng,ที่ว่าการอำเภอหนองบัวแดง ชัยภูมิ,16.081613966033075,101.80247674534563
จัตุรัส,จัตุรัส,ชัยภูมิ,Chaiyaphum,จัตุรัส,36060000,Chatturat,ที่ว่าการอำเภอจัตุรัส ชัยภูมิ,15.565579475600195,101.84535767491671
บำเหน็จณรงค์,บำเหน็จณรงค์,ชัยภูมิ,Chaiyaphum,บำเหน็จณรงค์,36070000,Bamnet Narong,ที่ว่าการอำเภอบำเหน็จณรงค์ ชัยภูมิ,15.500152458978487,101.68631497804733
หนองบัวระเหว,หนองบัวระเหว,ชัยภูมิ,Chaiyaphum,หนองบัวระเหว,36080000,Nong Bua Rawe,ที่ว่าการอำเภอหนองบัวระเหว ชัยภูมิ,15.748656363036124,101.75927734904135
เทพสถิต,เทพสถิต,ชัยภูมิ,Chaiyaphum,เทพสถิต,36090000,Thep Sathit,ที่ว่าการอำเภอเทพสถิต ชัยภูมิ,15.392981627997282,101.45110670671998
ภูเขียว,ภูเขียว,ชัยภูมิ,Chaiyaphum,ภูเขียว,36100000,Phu Khiao,ที่ว่าการอำเภอภูเขียว ชัยภูมิ,16.377153931610064,102.12867721901824
บ้านแท่น,บ้านแท่น,ชัยภูมิ,Chaiyaphum,บ้านแท่น,36110000,Ban Thaen,ที่ว่าการอำเภอบ้านแท่น ชัยภูมิ,16.405160589678573,102.34207585458132
แก้งคร้อ,แก้งคร้อ,ชัยภูมิ,Chaiyaphum,แก้งคร้อ,36120000,Kaeng Khro,ที่ว่าการอำเภอแก้งคร้อ ชัยภูมิ,16.108462946192542,102.25806906439708
คอนสาร,คอนสาร,ชัยภูมิ,Chaiyaphum,คอนสาร,36130000,Khon San,ที่ว่าการอำเภอคอนสาร ชัยภูมิ,16.613829550390115,101.91972859577797
ภักดีชุมพล,ภักดีชุมพล,ชัยภูมิ,Chaiyaphum,ภักดีชุมพล,36140000,Phakdi Chumphon,ที่ว่าการอำเภอภักดีชุมพล ชัยภูมิ,15.904564344320002,101.42148730056888
เนินสง่า,เนินสง่า,ชัยภูมิ,Chaiyaphum,เนินสง่า,36150000,Noen Sa-nga,ที่ว่าการอำเภอเนินสง่า ชัยภูมิ,15.564056941046013,102.00183410922186
ซับใหญ่,ซับใหญ่,ชัยภูมิ,Chaiyaphum,ซับใหญ่,36160000,Sap Yai,ที่ว่าการอำเภอซับใหญ่ ชัยภูมิ,15.64192889723741,101.62955192880756
เมืองอำนาจเจริญ,เมืองอำนาจเจริญ,อำนาจเจริญ,Amnat Charoen,เมืองอำนาจเจริญ,37010000,Mueang Amnat Charoen,ที่ว่าการอำเภอเมืองอำนาจเจริญ อำนาจเจริญ,15.858362365704673,104.6292934115028
ชานุมาน,ชานุมาน,อำนาจเจริญ,Amnat Charoen,ชานุมาน,37020000,Chanuman,ที่ว่าการอำเภอชานุมาน อำนาจเจริญ,16.233505391409377,105.00061290970748
ปทุมราชวงศา,ปทุมราชวงศา,อำนาจเจริญ,Amnat Charoen,ปทุมราชวงศา,37030000,Pathum Ratchawongsa,ที่ว่าการอำเภอปทุมราชวงศา อำนาจเจริญ,15.892361450362804,104.90570859803665
พนา,พนา,อำนาจเจริญ,Amnat Charoen,พนา,37040000,Phana,ที่ว่าการอำเภอพนา อำนาจเจริญ,15.682104435243657,104.84635306708333
เสนางคนิคม,เสนางคนิคม,อำนาจเจริญ,Amnat Charoen,เสนางคนิคม,37050000,Senangkhanikhom,ที่ว่าการอำเภอเสนางคนิคม อำนาจเจริญ,16.039679977374963,104.66934188624576
หัวตะพาน,หัวตะพาน,อำนาจเจริญ,Amnat Charoen,หัวตะพาน,37060000,Hua Taphan,ที่ว่าการอำเภอหัวตะพาน อำนาจเจริญ,15.697011126657326,104.49160354154283
ลืออำนาจ,ลืออำนาจ,อำนาจเจริญ,Amnat Charoen,ลืออำนาจ,37070000,Lue Amnat,ที่ว่าการอำเภอลืออำนาจ อำนาจเจริญ,15.701608616520451,104.6447156969919
บึงกาฬ,เมืองบึงกาฬ,บึงกาฬ,Bueng Kan,เมืองบึงกาฬ,38010000,Bueng Kan,ที่ว่าการอำเภอบึงกาฬ บึงกาฬ,18.358165680264044,103.65291523513594
พรเจริญ,พรเจริญ,บึงกาฬ,Bueng Kan,พรเจริญ,38020000,Phon Charoen,ที่ว่าการอำเภอพรเจริญ บึงกาฬ,18.031371200939898,103.70894657106756
โซ่พิสัย,โซ่พิสัย,บึงกาฬ,Bueng Kan,โซ่พิสัย,38030000,So Phisai,ที่ว่าการอำเภอโซ่พิสัย บึงกาฬ,18.07762360003581,103.44301306171063
เซกา,เซกา,บึงกาฬ,Bueng Kan,เซกา,38040000,Seka,ที่ว่าการอำเภอเซกา บึงกาฬ,17.928323185596295,103.95329379751395
ปากคาด,ปากคาด,บึงกาฬ,Bueng Kan,ปากคาด,38050000,Pak Khat,ที่ว่าการอำเภอปากคาด บึงกาฬ,18.298091920478623,103.30538042685967
บึงโขงหลง,บึงโขงหลง,บึงกาฬ,Bueng Kan,บึงโขงหลง,38060000,Bueng Khong Long,ที่ว่าการอำเภอบึงโขงหลง บึงกาฬ,17.967108099281273,104.04440461617925
