,Origin,Destination,Distance
265,"('Bua Lai', 'Nakhon Ratchasima')","('Phon', 'Khon Kaen')",26.6 km
266,"('Bua Lai', 'Nakhon Ratchasima')","('Waeng Noi', 'Khon Kaen')",46.8 km
267,"('Bua Lai', 'Nakhon Ratchasima')","('Bua Yai', 'Nakhon Ratchasima')",18.6 km
268,"('Bua Lai', 'Nakhon Ratchasima')","('Prathai', 'Nakhon Ratchasima')",36.0 km
269,"('Bua Lai', 'Nakhon Ratchasima')","('Sida', 'Nakhon Ratchasima')",19.9 km
270,"('Sida', 'Nakhon Ratchasima')","('Khong', 'Nakhon Ratchasima')",46.8 km
271,"('Sida', 'Nakhon Ratchasima')","('Bua Yai', 'Nakhon Ratchasima')",18.3 km
272,"('Sida', 'Nakhon Ratchasima')","('Prathai', 'Nakhon Ratchasima')",19.8 km
273,"('Sida', 'Nakhon Ratchasima')","('Non Daeng', 'Nakhon Ratchasima')",21.8 km
274,"('Sida', 'Nakhon Ratchasima')","('Bua Lai', 'Nakhon Ratchasima')",18.3 km
275,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')","('Mueang Nakhon Ratchasima', 'Nakhon Ratchasima')",20.9 km
276,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')","('Chakkarat', 'Nakhon Ratchasima')",22.5 km
277,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')","('Chok Chai', 'Nakhon Ratchasima')",36.6 km
278,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')","('Non Sung', 'Nakhon Ratchasima')",27.0 km
279,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')","('Nong Bunmak', 'Nakhon Ratchasima')",40.1 km
280,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",18.0 km
281,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",24.1 km
282,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",83.8 km
283,"('Mueang Phayao', 'Phayao')","('Phan', 'Chiang Rai')",44.7 km
284,"('Mueang Phayao', 'Phayao')","('Pa Daet', 'Chiang Rai')",50.6 km
285,"('Mueang Phayao', 'Phayao')","('Ngao', 'Lampang')",53.2 km
286,"('Mueang Phayao', 'Phayao')","('Wang Nuea', 'Lampang')",58.7 km
287,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",29.9 km
288,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",35.6 km
289,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",30.7 km
290,"('Mueang Phayao', 'Phayao')","('Thoeng', 'Chiang Rai')",57.0 km
291,"('Mueang Phayao', 'Phayao')","('Pa Daet', 'Chiang Rai')",29.4 km
292,"('Mueang Phayao', 'Phayao')","('Song Khwae', 'Nan')",82.5 km
293,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",29.9 km
294,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",52.8 km
295,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",9.9 km
296,"('Mueang Phayao', 'Phayao')","('Thoeng', 'Chiang Rai')",27.3 km
297,"('Mueang Phayao', 'Phayao')","('Song', 'Phrae')",58.0 km
298,"('Mueang Phayao', 'Phayao')","('Mueang Nan', 'Nan')",60.6 km
299,"('Mueang Phayao', 'Phayao')","('Ban Luang', 'Nan')",20.3 km
300,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",71.2 km
301,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",39.1 km
302,"('Mueang Phayao', 'Phayao')","('Ngao', 'Lampang')",101 km
303,"('Mueang Phayao', 'Phayao')","('Song', 'Phrae')",104 km
304,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",17.1 km
305,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",35.6 km
306,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",70.3 km
307,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",65.8 km
308,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",74.1 km
309,"('Mueang Phayao', 'Phayao')","('Pa Daet', 'Chiang Rai')",43.5 km
310,"('Mueang Phayao', 'Phayao')","('Ngao', 'Lampang')",52.8 km
311,"('Mueang Phayao', 'Phayao')","('Mueang Nan', 'Nan')",99.2 km
312,"('Mueang Phayao', 'Phayao')","('Tha Wang Pha', 'Nan')",140 km
313,"('Mueang Phayao', 'Phayao')","('Song Khwae', 'Nan')",88.0 km
314,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",30.7 km
315,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",52.8 km
316,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",39.1 km
317,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",65.7 km
318,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",27.6 km
319,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",102 km
320,"('Mueang Phayao', 'Phayao')","('Phan', 'Chiang Rai')",20.7 km
321,"('Mueang Phayao', 'Phayao')","('Pa Daet', 'Chiang Rai')",54.8 km
322,"('Mueang Phayao', 'Phayao')","('Wang Nuea', 'Lampang')",80.0 km
323,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",9.9 km
324,"('Mueang Phayao', 'Phayao')","('Thoeng', 'Chiang Rai')",24.4 km
325,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",83.5 km
326,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",74.0 km
327,"('Mueang Phayao', 'Phayao')","('Mueang Phayao', 'Phayao')",105 km
328,"('Mueang Phayao', 'Phayao')","('Phan', 'Chiang Rai')",85.1 km
329,"('Mueang Phayao', 'Phayao')","('Pa Daet', 'Chiang Rai')",56.0 km
330,"('Samrong Thap', 'Surin')","('Si Narong', 'Surin')",46.3 km
331,"('Samrong Thap', 'Surin')","('Non Narai', 'Surin')",30.4 km
332,"('Samrong Thap', 'Surin')","('Mueang Chan', 'Si Sa Ket')",31.2 km
333,"('Samrong Thap', 'Surin')","('Sanom', 'Surin')",38.0 km
334,"('Samrong Thap', 'Surin')","('Sikhoraphum', 'Surin')",20.2 km
335,"('Samrong Thap', 'Surin')","('Prang Ku', 'Si Sa Ket')",29.8 km
336,"('Samrong Thap', 'Surin')","('Huai Thap Than', 'Si Sa Ket')",12.5 km
337,"('Buachet', 'Surin')","('Phu Sing', 'Si Sa Ket')",26.4 km
338,"('Buachet', 'Surin')","('Sangkha', 'Surin')",18.5 km
339,"('Buachet', 'Surin')","('Khukhan', 'Si Sa Ket')",40.2 km
340,"('Phanom Dong Rak', 'Surin')","('Ban Kruat', 'Buri Ram')",25.5 km
341,"('Phanom Dong Rak', 'Surin')","('Prakhon Chai', 'Buri Ram')",44.2 km
342,"('Phanom Dong Rak', 'Surin')","('Prasat', 'Surin')",33.9 km
343,"('Phanom Dong Rak', 'Surin')","('Kap Choeng', 'Surin')",48.8 km
344,"('Si Narong', 'Surin')","('Samrong Thap', 'Surin')",46.3 km
345,"('Si Narong', 'Surin')","('Sikhoraphum', 'Surin')",28.1 km
346,"('Si Narong', 'Surin')","('Sangkha', 'Surin')",17.6 km
347,"('Si Narong', 'Surin')","('Lamduan', 'Surin')",32.5 km
348,"('Si Narong', 'Surin')","('Khukhan', 'Si Sa Ket')",40.6 km
349,"('Si Narong', 'Surin')","('Prang Ku', 'Si Sa Ket')",27.4 km
350,"('Khwao Sinarin', 'Surin')","('Mueang Surin', 'Surin')",21.1 km
351,"('Khwao Sinarin', 'Surin')","('Chom Phra', 'Surin')",20.5 km
352,"('Khwao Sinarin', 'Surin')","('Sikhoraphum', 'Surin')",23.9 km
353,"('Non Narai', 'Surin')","('Samrong Thap', 'Surin')",25.8 km
354,"('Non Narai', 'Surin')","('Mueang Chan', 'Si Sa Ket')",19.2 km
355,"('Non Narai', 'Surin')","('Pho Si Suwan', 'Si Sa Ket')",29.1 km
356,"('Non Narai', 'Surin')","('Rattanaburi', 'Surin')",11.8 km
357,"('Non Narai', 'Surin')","('Sanom', 'Surin')",24.9 km
358,"('Non Narai', 'Surin')","('Sikhoraphum', 'Surin')",44.2 km
359,"('Non Narai', 'Surin')","('Huai Thap Than', 'Si Sa Ket')",31.2 km
360,"('Mueang Surin', 'Surin')","('Satuek', 'Buri Ram')",65.5 km
361,"('Mueang Surin', 'Surin')","('Khwao Sinarin', 'Surin')",21.7 km
362,"('Mueang Surin', 'Surin')","('Krasang', 'Buri Ram')",27.6 km
363,"('Mueang Surin', 'Surin')","('Phlapphla Chai', 'Buri Ram')",47.4 km
364,"('Mueang Surin', 'Surin')","('Chom Phra', 'Surin')",30.3 km
365,"('Mueang Surin', 'Surin')","('Prasat', 'Surin')",30.1 km
366,"('Mueang Surin', 'Surin')","('Sikhoraphum', 'Surin')",36.4 km
367,"('Mueang Surin', 'Surin')","('Lamduan', 'Surin')",27.2 km
368,"('Chumphon Buri', 'Surin')","('Phutthaisong', 'Buri Ram')",56.0 km
369,"('Chumphon Buri', 'Surin')","('Satuek', 'Buri Ram')",23.4 km
370,"('Chumphon Buri', 'Surin')","('Khu Mueang', 'Buri Ram')",61.3 km
371,"('Chumphon Buri', 'Surin')","('Khaen Dong', 'Buri Ram')",43.7 km
372,"('Chumphon Buri', 'Surin')","('Tha Tum', 'Surin')",38.6 km
373,"('Chumphon Buri', 'Surin')","('Phayakkhaphum Phisai', 'Maha Sarakham')",32.3 km
374,"('Chumphon Buri', 'Surin')","('Kaset Wisai', 'Roi Et')",48.6 km
375,"('Tha Tum', 'Surin')","('Satuek', 'Buri Ram')",61.6 km
376,"('Tha Tum', 'Surin')","('Suwannaphum', 'Roi Et')",39.2 km
377,"('Tha Tum', 'Surin')","('Chumphon Buri', 'Surin')",38.5 km
378,"('Tha Tum', 'Surin')","('Chom Phra', 'Surin')",24.6 km
379,"('Tha Tum', 'Surin')","('Rattanaburi', 'Surin')",20.7 km
380,"('Tha Tum', 'Surin')","('Sanom', 'Surin')",22.5 km
381,"('Tha Tum', 'Surin')","('Sikhoraphum', 'Surin')",55.5 km
382,"('Tha Tum', 'Surin')","('Kaset Wisai', 'Roi Et')",47.3 km
383,"('Tha Tum', 'Surin')","('Phon Sai', 'Roi Et')",55.3 km
384,"('Chom Phra', 'Surin')","('Satuek', 'Buri Ram')",49.4 km
385,"('Chom Phra', 'Surin')","('Khwao Sinarin', 'Surin')",19.4 km
386,"('Chom Phra', 'Surin')","('Krasang', 'Buri Ram')",55.5 km
387,"('Chom Phra', 'Surin')","('Mueang Surin', 'Surin')",30.1 km
388,"('Chom Phra', 'Surin')","('Tha Tum', 'Surin')",26.7 km
389,"('Chom Phra', 'Surin')","('Sanom', 'Surin')",26.0 km
390,"('Chom Phra', 'Surin')","('Sikhoraphum', 'Surin')",33.1 km
391,"('Prasat', 'Surin')","('Ban Kruat', 'Buri Ram')",60.5 km
392,"('Prasat', 'Surin')","('Phanom Dong Rak', 'Surin')",32.3 km
393,"('Prasat', 'Surin')","('Mueang Buri Ram', 'Buri Ram')",76.9 km
394,"('Prasat', 'Surin')","('Krasang', 'Buri Ram')",51.3 km
395,"('Prasat', 'Surin')","('Prakhon Chai', 'Buri Ram')",34.5 km
396,"('Prasat', 'Surin')","('Phlapphla Chai', 'Buri Ram')",31.3 km
397,"('Prasat', 'Surin')","('Mueang Surin', 'Surin')",29.2 km
398,"('Prasat', 'Surin')","('Kap Choeng', 'Surin')",33.2 km
399,"('Prasat', 'Surin')","('Sangkha', 'Surin')",52.3 km
400,"('Prasat', 'Surin')","('Lamduan', 'Surin')",45.1 km
401,"('Kap Choeng', 'Surin')","('Phanom Dong Rak', 'Surin')",39.2 km
402,"('Kap Choeng', 'Surin')","('Prasat', 'Surin')",28.6 km
403,"('Kap Choeng', 'Surin')","('Sangkha', 'Surin')",42.6 km
404,"('Rattanaburi', 'Surin')","('Non Narai', 'Surin')",11.7 km
405,"('Rattanaburi', 'Surin')","('Mueang Chan', 'Si Sa Ket')",33.3 km
406,"('Rattanaburi', 'Surin')","('Pho Si Suwan', 'Si Sa Ket')",28.2 km
407,"('Rattanaburi', 'Surin')","('Sila Lat', 'Si Sa Ket')",43.5 km
408,"('Rattanaburi', 'Surin')","('Suwannaphum', 'Roi Et')",56.8 km
409,"('Rattanaburi', 'Surin')","('Tha Tum', 'Surin')",20.8 km
410,"('Rattanaburi', 'Surin')","('Sanom', 'Surin')",25.5 km
411,"('Rattanaburi', 'Surin')","('Rasi Salai', 'Si Sa Ket')",43.0 km
412,"('Rattanaburi', 'Surin')","('Bueng Bun', 'Si Sa Ket')",25.1 km
413,"('Rattanaburi', 'Surin')","('Phon Sai', 'Roi Et')",31.6 km
414,"('Sanom', 'Surin')","('Samrong Thap', 'Surin')",37.0 km
415,"('Sanom', 'Surin')","('Non Narai', 'Surin')",24.9 km
416,"('Sanom', 'Surin')","('Tha Tum', 'Surin')",22.5 km
417,"('Sanom', 'Surin')","('Chom Phra', 'Surin')",23.9 km
418,"('Sanom', 'Surin')","('Rattanaburi', 'Surin')",25.2 km
419,"('Sanom', 'Surin')","('Sikhoraphum', 'Surin')",35.9 km
420,"('Sikhoraphum', 'Surin')","('Samrong Thap', 'Surin')",20.2 km
421,"('Sikhoraphum', 'Surin')","('Si Narong', 'Surin')",27.9 km
422,"('Sikhoraphum', 'Surin')","('Khwao Sinarin', 'Surin')",23.9 km
423,"('Sikhoraphum', 'Surin')","('Non Narai', 'Surin')",44.2 km
424,"('Sikhoraphum', 'Surin')","('Mueang Surin', 'Surin')",36.0 km
425,"('Sikhoraphum', 'Surin')","('Tha Tum', 'Surin')",55.5 km
426,"('Sikhoraphum', 'Surin')","('Chom Phra', 'Surin')",33.2 km
427,"('Sikhoraphum', 'Surin')","('Sanom', 'Surin')",35.8 km
428,"('Sikhoraphum', 'Surin')","('Sangkha', 'Surin')",39.8 km
429,"('Sikhoraphum', 'Surin')","('Lamduan', 'Surin')",31.7 km
430,"('Sikhoraphum', 'Surin')","('Prang Ku', 'Si Sa Ket')",35.2 km
431,"('Sangkha', 'Surin')","('Buachet', 'Surin')",18.0 km
432,"('Sangkha', 'Surin')","('Si Narong', 'Surin')",17.6 km
433,"('Sangkha', 'Surin')","('Phu Sing', 'Si Sa Ket')",46.6 km
434,"('Sangkha', 'Surin')","('Prasat', 'Surin')",51.9 km
435,"('Sangkha', 'Surin')","('Kap Choeng', 'Surin')",40.9 km
436,"('Sangkha', 'Surin')","('Sikhoraphum', 'Surin')",39.9 km
437,"('Sangkha', 'Surin')","('Lamduan', 'Surin')",24.2 km
438,"('Sangkha', 'Surin')","('Khukhan', 'Si Sa Ket')",44.3 km
439,"('Sangkha', 'Surin')","('Prang Ku', 'Si Sa Ket')",39.3 km
440,"('Lamduan', 'Surin')","('Si Narong', 'Surin')",32.4 km
441,"('Lamduan', 'Surin')","('Mueang Surin', 'Surin')",27.2 km
442,"('Lamduan', 'Surin')","('Prasat', 'Surin')",44.5 km
443,"('Lamduan', 'Surin')","('Sikhoraphum', 'Surin')",32.0 km
444,"('Lamduan', 'Surin')","('Sangkha', 'Surin')",24.2 km
445,"('Long', 'Phrae')","('Sung Men', 'Phrae')",49.5 km
446,"('Long', 'Phrae')","('Den Chai', 'Phrae')",37.2 km
447,"('Long', 'Phrae')","('Song', 'Phrae')",81.2 km
448,"('Long', 'Phrae')","('Wang Chin', 'Phrae')",39.1 km
449,"('Long', 'Phrae')","('Nong Muang Khai', 'Phrae')",57.6 km
450,"('Long', 'Phrae')","('Mae Tha', 'Lampang')",53.9 km
451,"('Long', 'Phrae')","('Mueang Phrae', 'Phrae')",42.1 km
452,"('Long', 'Phrae')","('Mae Mo', 'Lampang')",61.5 km
453,"('Sung Men', 'Phrae')","('Long', 'Phrae')",50.6 km
454,"('Sung Men', 'Phrae')","('Den Chai', 'Phrae')",13.3 km
455,"('Sung Men', 'Phrae')","('Tha Pla', 'Uttaradit')",87.6 km
456,"('Sung Men', 'Phrae')","('Mueang Phrae', 'Phrae')",12.6 km
457,"('Den Chai', 'Phrae')","('Si Satchanalai', 'Sukhothai')",79.5 km
458,"('Den Chai', 'Phrae')","('Long', 'Phrae')",37.3 km
459,"('Den Chai', 'Phrae')","('Sung Men', 'Phrae')",13.0 km
460,"('Den Chai', 'Phrae')","('Wang Chin', 'Phrae')",64.0 km
461,"('Den Chai', 'Phrae')","('Mueang Uttaradit', 'Uttaradit')",55.5 km
462,"('Den Chai', 'Phrae')","('Tha Pla', 'Uttaradit')",79.8 km
463,"('Den Chai', 'Phrae')","('Laplae', 'Uttaradit')",61.8 km
464,"('Song', 'Phrae')","('Long', 'Phrae')",80.5 km
465,"('Song', 'Phrae')","('Nong Muang Khai', 'Phrae')",26.3 km
466,"('Song', 'Phrae')","('Ban Luang', 'Nan')",73.9 km
467,"('Song', 'Phrae')","('Wiang Sa', 'Nan')",94.8 km
468,"('Song', 'Phrae')","('Mueang Phayao', 'Phayao')",57.9 km
469,"('Song', 'Phrae')","('Mueang Phayao', 'Phayao')",113 km
470,"('Song', 'Phrae')","('Mueang Phrae', 'Phrae')",49.7 km
471,"('Song', 'Phrae')","('Mueang Phrae', 'Phrae')",28.7 km
472,"('Song', 'Phrae')","('Mae Mo', 'Lampang')",129 km
473,"('Song', 'Phrae')","('Ngao', 'Lampang')",59.8 km
474,"('Wang Chin', 'Phrae')","('Si Satchanalai', 'Sukhothai')",69.2 km
475,"('Wang Chin', 'Phrae')","('Long', 'Phrae')",39.1 km
476,"('Wang Chin', 'Phrae')","('Den Chai', 'Phrae')",64.0 km
477,"('Wang Chin', 'Phrae')","('Mae Tha', 'Lampang')",56.8 km
478,"('Wang Chin', 'Phrae')","('Sop Prap', 'Lampang')",84.6 km
479,"('Wang Chin', 'Phrae')","('Laplae', 'Uttaradit')",102 km
480,"('Wang Chin', 'Phrae')","('Thoen', 'Lampang')",54.0 km
481,"('Nong Muang Khai', 'Phrae')","('Long', 'Phrae')",57.5 km
482,"('Nong Muang Khai', 'Phrae')","('Song', 'Phrae')",26.8 km
483,"('Nong Muang Khai', 'Phrae')","('Mueang Phrae', 'Phrae')",18.3 km
484,"('Nong Muang Khai', 'Phrae')","('Mueang Phrae', 'Phrae')",17.8 km
485,"('Mueang Phrae', 'Phrae')","('Long', 'Phrae')",42.0 km
486,"('Mueang Phrae', 'Phrae')","('Sung Men', 'Phrae')",13.7 km
487,"('Mueang Phrae', 'Phrae')","('Song', 'Phrae')",49.9 km
488,"('Mueang Phrae', 'Phrae')","('Nong Muang Khai', 'Phrae')",18.3 km
489,"('Mueang Phrae', 'Phrae')","('Na Muen', 'Nan')",78.4 km
490,"('Mueang Phrae', 'Phrae')","('Tha Pla', 'Uttaradit')",99.8 km
491,"('Mueang Phrae', 'Phrae')","('Mueang Phrae', 'Phrae')",30.1 km
492,"('Mueang Phrae', 'Phrae')","('Song', 'Phrae')",29.1 km
493,"('Mueang Phrae', 'Phrae')","('Nong Muang Khai', 'Phrae')",18.3 km
494,"('Mueang Phrae', 'Phrae')","('Na Noi', 'Nan')",97.0 km
495,"('Mueang Phrae', 'Phrae')","('Wiang Sa', 'Nan')",66.1 km
496,"('Mueang Phrae', 'Phrae')","('Na Muen', 'Nan')",69.9 km
497,"('Mueang Phrae', 'Phrae')","('Mueang Phrae', 'Phrae')",30.2 km
498,"('Mueang Chumphon', 'Chumphon')","('Tha Sae', 'Chumphon')",24.2 km
499,"('Mueang Chumphon', 'Chumphon')","('Pathio', 'Chumphon')",32.6 km
500,"('Mueang Chumphon', 'Chumphon')","('Sawi', 'Chumphon')",37.2 km
501,"('Mueang Chumphon', 'Chumphon')","('Kra Buri', 'Ranong')",59.9 km
502,"('Tha Sae', 'Chumphon')","('Mueang Chumphon', 'Chumphon')",24.1 km
503,"('Tha Sae', 'Chumphon')","('Pathio', 'Chumphon')",23.1 km
504,"('Tha Sae', 'Chumphon')","('Kra Buri', 'Ranong')",75.4 km
505,"('Tha Sae', 'Chumphon')","('Bang Saphan Noi', 'Prachuap Khiri Khan')",66.1 km
506,"('Pathio', 'Chumphon')","('Mueang Chumphon', 'Chumphon')",32.6 km
507,"('Pathio', 'Chumphon')","('Tha Sae', 'Chumphon')",23.2 km
508,"('Pathio', 'Chumphon')","('Bang Saphan Noi', 'Prachuap Khiri Khan')",58.7 km
509,"('Lang Suan', 'Chumphon')","('Lamae', 'Chumphon')",24.8 km
510,"('Lang Suan', 'Chumphon')","('Phato', 'Chumphon')",48.4 km
511,"('Lang Suan', 'Chumphon')","('Sawi', 'Chumphon')",38.1 km
512,"('Lang Suan', 'Chumphon')","('Thung Tako', 'Chumphon')",20.2 km
513,"('Lang Suan', 'Chumphon')","('La-un', 'Ranong')",82.8 km
514,"('Lamae', 'Chumphon')","('Tha Chana', 'Surat Thani')",28.3 km
515,"('Lamae', 'Chumphon')","('Lang Suan', 'Chumphon')",25.9 km
516,"('Lamae', 'Chumphon')","('Phato', 'Chumphon')",69.7 km
517,"('Phato', 'Chumphon')","('Tha Chana', 'Surat Thani')",95.9 km
518,"('Phato', 'Chumphon')","('Lang Suan', 'Chumphon')",48.2 km
519,"('Phato', 'Chumphon')","('Lamae', 'Chumphon')",69.4 km
520,"('Phato', 'Chumphon')","('Thung Tako', 'Chumphon')",58.3 km
521,"('Phato', 'Chumphon')","('Mueang Ranong', 'Ranong')",50.8 km
522,"('Phato', 'Chumphon')","('La-un', 'Ranong')",83.6 km
523,"('Phato', 'Chumphon')","('Papoe', 'Ranong')",51.4 km
524,"('Sawi', 'Chumphon')","('Mueang Chumphon', 'Chumphon')",37.1 km
525,"('Sawi', 'Chumphon')","('Lang Suan', 'Chumphon')",37.0 km
526,"('Sawi', 'Chumphon')","('Thung Tako', 'Chumphon')",17.1 km
527,"('Sawi', 'Chumphon')","('La-un', 'Ranong')",73.8 km
528,"('Sawi', 'Chumphon')","('Kra Buri', 'Ranong')",84.8 km
529,"('Thung Tako', 'Chumphon')","('Lang Suan', 'Chumphon')",20.0 km
530,"('Thung Tako', 'Chumphon')","('Phato', 'Chumphon')",58.3 km
531,"('Thung Tako', 'Chumphon')","('Sawi', 'Chumphon')",23.0 km
532,"('Thung Tako', 'Chumphon')","('La-un', 'Ranong')",67.7 km
533,"('Mueang Chon Buri', 'Chonburi')","('Ban Bueng', 'Chonburi')",16.5 km
534,"('Mueang Chon Buri', 'Chonburi')","('Phan Thong', 'Chonburi')",26.4 km
535,"('Mueang Chon Buri', 'Chonburi')","('Si Racha', 'Chonburi')",24.1 km
536,"('Mueang Chon Buri', 'Chonburi')","('Bang Pakong', 'Chachoengsao')",24.7 km
537,"('Ban Bueng', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')",16.5 km
538,"('Ban Bueng', 'Chonburi')","('Nong Yai', 'Chonburi')",35.8 km
539,"('Ban Bueng', 'Chonburi')","('Phan Thong', 'Chonburi')",19.7 km
540,"('Ban Bueng', 'Chonburi')","('Phanat Nikhom', 'Chonburi')",26.3 km
541,"('Ban Bueng', 'Chonburi')","('Si Racha', 'Chonburi')",38.5 km
542,"('Ban Bueng', 'Chonburi')","('Bo Thong', 'Chonburi')",41.3 km
543,"('Ban Bueng', 'Chonburi')","('Ko Chan', 'Chonburi')",37.0 km
544,"('Ban Bueng', 'Chonburi')","('Pluak Daeng', 'Rayong')",45.8 km
545,"('Nong Yai', 'Chonburi')","('Ban Bueng', 'Chonburi')",38.6 km
546,"('Nong Yai', 'Chonburi')","('Si Racha', 'Chonburi')",62.0 km
547,"('Nong Yai', 'Chonburi')","('Bo Thong', 'Chonburi')",19.9 km
548,"('Nong Yai', 'Chonburi')","('Wang Chan', 'Rayong')",33.2 km
549,"('Nong Yai', 'Chonburi')","('Pluak Daeng', 'Rayong')",32.8 km
550,"('Bang Lamung', 'Chonburi')","('Si Racha', 'Chonburi')",23.9 km
551,"('Bang Lamung', 'Chonburi')","('Sattahip', 'Chonburi')",38.3 km
552,"('Bang Lamung', 'Chonburi')","('Mueang Rayong', 'Rayong')",59.4 km
553,"('Bang Lamung', 'Chonburi')","('Ban Chang', 'Rayong')",48.3 km
554,"('Bang Lamung', 'Chonburi')","('Pluak Daeng', 'Rayong')",48.7 km
555,"('Bang Lamung', 'Chonburi')","('Nikhom Phatthana', 'Rayong')",48.8 km
556,"('Phan Thong', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')",23.7 km
557,"('Phan Thong', 'Chonburi')","('Ban Bueng', 'Chonburi')",19.6 km
558,"('Phan Thong', 'Chonburi')","('Phanat Nikhom', 'Chonburi')",9.9 km
559,"('Phan Thong', 'Chonburi')","('Bang Pakong', 'Chachoengsao')",18.2 km
560,"('Phan Thong', 'Chonburi')","('Ban Pho', 'Chachoengsao')",19.6 km
561,"('Phanat Nikhom', 'Chonburi')","('Ban Bueng', 'Chonburi')",21.6 km
562,"('Phanat Nikhom', 'Chonburi')","('Phan Thong', 'Chonburi')",9.9 km
563,"('Phanat Nikhom', 'Chonburi')","('Ban Pho', 'Chachoengsao')",22.9 km
564,"('Phanat Nikhom', 'Chonburi')","('Pleang Yao', 'Chachoengsao')",24.2 km
565,"('Phanat Nikhom', 'Chonburi')","('Bo Thong', 'Chonburi')",39.2 km
566,"('Phanat Nikhom', 'Chonburi')","('Ko Chan', 'Chonburi')",20.9 km
567,"('Si Racha', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')",23.2 km
568,"('Si Racha', 'Chonburi')","('Ban Bueng', 'Chonburi')",36.9 km
569,"('Si Racha', 'Chonburi')","('Nong Yai', 'Chonburi')",63.9 km
570,"('Si Racha', 'Chonburi')","('Bang Lamung', 'Chonburi')",24.7 km
571,"('Si Racha', 'Chonburi')","('Pluak Daeng', 'Rayong')",49.4 km
572,"('Sattahip', 'Chonburi')","('Bang Lamung', 'Chonburi')",37.4 km
573,"('Sattahip', 'Chonburi')","('Ban Chang', 'Rayong')",21.7 km
574,"('Bo Thong', 'Chonburi')","('Ban Bueng', 'Chonburi')",44.1 km
575,"('Bo Thong', 'Chonburi')","('Nong Yai', 'Chonburi')",19.9 km
576,"('Bo Thong', 'Chonburi')","('Phanat Nikhom', 'Chonburi')",39.3 km
577,"('Bo Thong', 'Chonburi')","('Kaeng Hang Maeo', 'Chanthaburi')",83.5 km
578,"('Bo Thong', 'Chonburi')","('Tha Takiap', 'Chachoengsao')",54.4 km
579,"('Bo Thong', 'Chonburi')","('Ko Chan', 'Chonburi')",23.5 km
580,"('Bo Thong', 'Chonburi')","('Wang Chan', 'Rayong')",48.3 km
581,"('Bo Thong', 'Chonburi')","('Khao Chamao', 'Rayong')",54.0 km
582,"('Ko Chan', 'Chonburi')","('Ban Bueng', 'Chonburi')",39.7 km
583,"('Ko Chan', 'Chonburi')","('Phanat Nikhom', 'Chonburi')",21.8 km
584,"('Ko Chan', 'Chonburi')","('Sanam Chai Khet', 'Chachoengsao')",38.5 km
585,"('Ko Chan', 'Chonburi')","('Pleang Yao', 'Chachoengsao')",24.2 km
586,"('Ko Chan', 'Chonburi')","('Tha Takiap', 'Chachoengsao')",46.6 km
587,"('Ko Chan', 'Chonburi')","('Bo Thong', 'Chonburi')",23.6 km
588,"('Mueang Lamphun', 'Lamphun')","('San Pa Tong', 'Chiang Mai')",16.9 km
589,"('Mueang Lamphun', 'Lamphun')","('San Kamphaeng', 'Chiang Mai')",38.2 km
590,"('Mueang Lamphun', 'Lamphun')","('Hang Dong', 'Chiang Mai')",20.1 km
