,original_tuple,destination_tuple,distance
2915,"('องครักษ์', 'นครนายก')","('เมืองนครนายก', 'นครนายก')",32.6 km
2916,"('องครักษ์', 'นครนายก')","('ปากพลี', 'นครนายก')",40.1 km
2917,"('องครักษ์', 'นครนายก')","('บางน้ำเปรี้ยว', 'ฉะเชิงเทรา')",34.6 km
2918,"('องครักษ์', 'นครนายก')","('บ้านสร้าง', 'ปราจีนบุรี')",38.7 km
2919,"('เมืองนครนายก', 'นครนายก')","('บ้านนา', 'นครนายก')",19.1 km
2920,"('เมืองนครนายก', 'นครนายก')","('องครักษ์', 'นครนายก')",32.8 km
2921,"('เมืองนครนายก', 'นครนายก')","('แก่งคอย', 'สระบุรี')",62.0 km
2922,"('เมืองนครนายก', 'นครนายก')","('มวกเหล็ก', 'สระบุรี')",85.3 km
2923,"('เมืองนครนายก', 'นครนายก')","('ปากพลี', 'นครนายก')",8.3 km
2924,"('เมืองนครนายก', 'นครนายก')","('บ้านสร้าง', 'ปราจีนบุรี')",28.0 km
2925,"('เมืองนครนายก', 'นครนายก')","('ประจันตคาม', 'ปราจีนบุรี')",40.6 km
2926,"('เมืองนครนายก', 'นครนายก')","('เมืองปราจีนบุรี', 'ปราจีนบุรี')",26.1 km
2927,"('เมืองนครนายก', 'นครนายก')","('ปากช่อง', 'นครราชสีมา')",111 km
2928,"('ปากพลี', 'นครนายก')","('องครักษ์', 'นครนายก')",41.2 km
2929,"('ปากพลี', 'นครนายก')","('เมืองนครนายก', 'นครนายก')",8.7 km
2930,"('ปากพลี', 'นครนายก')","('บ้านสร้าง', 'ปราจีนบุรี')",26.4 km
2931,"('ปากพลี', 'นครนายก')","('ประจันตคาม', 'ปราจีนบุรี')",32.5 km
2932,"('ปากพลี', 'นครนายก')","('เมืองปราจีนบุรี', 'ปราจีนบุรี')",18.0 km
2933,"('ปากพลี', 'นครนายก')","('ปากช่อง', 'นครราชสีมา')",119 km
2934,"('เมืองยโสธร', 'ยโสธร')","('พนมไพร', 'ร้อยเอ็ด')",15.6 km
2935,"('เมืองยโสธร', 'ยโสธร')","('เสลภูมิ', 'ร้อยเอ็ด')",37.1 km
2936,"('เมืองยโสธร', 'ยโสธร')","('ทรายมูล', 'ยโสธร')",19.5 km
2937,"('เมืองยโสธร', 'ยโสธร')","('กุดชุม', 'ยโสธร')",38.4 km
2938,"('เมืองยโสธร', 'ยโสธร')","('คำเขื่อนแก้ว', 'ยโสธร')",24.6 km
2939,"('เมืองยโสธร', 'ยโสธร')","('ป่าติ้ว', 'ยโสธร')",29.4 km
2940,"('ทรายมูล', 'ยโสธร')","('เสลภูมิ', 'ร้อยเอ็ด')",52.4 km
2941,"('ทรายมูล', 'ยโสธร')","('เมืองยโสธร', 'ยโสธร')",18.6 km
2942,"('ทรายมูล', 'ยโสธร')","('กุดชุม', 'ยโสธร')",21.0 km
2943,"('ทรายมูล', 'ยโสธร')","('ป่าติ้ว', 'ยโสธร')",28.1 km
2944,"('กุดชุม', 'ยโสธร')","('โพนทอง', 'ร้อยเอ็ด')",66.8 km
2945,"('กุดชุม', 'ยโสธร')","('หนองพอก', 'ร้อยเอ็ด')",46.7 km
2946,"('กุดชุม', 'ยโสธร')","('เสลภูมิ', 'ร้อยเอ็ด')",72.1 km
2947,"('กุดชุม', 'ยโสธร')","('เมืองยโสธร', 'ยโสธร')",38.4 km
2948,"('กุดชุม', 'ยโสธร')","('ทรายมูล', 'ยโสธร')",20.4 km
2949,"('กุดชุม', 'ยโสธร')","('ป่าติ้ว', 'ยโสธร')",25.6 km
2950,"('กุดชุม', 'ยโสธร')","('เลิงนกทา', 'ยโสธร')",33.3 km
2951,"('กุดชุม', 'ยโสธร')","('ไทยเจริญ', 'ยโสธร')",16.1 km
2952,"('คำเขื่อนแก้ว', 'ยโสธร')","('เขื่องใน', 'อุบลราชธานี')",40.3 km
2953,"('คำเขื่อนแก้ว', 'ยโสธร')","('พนมไพร', 'ร้อยเอ็ด')",42.2 km
2954,"('คำเขื่อนแก้ว', 'ยโสธร')","('เมืองยโสธร', 'ยโสธร')",24.7 km
2955,"('คำเขื่อนแก้ว', 'ยโสธร')","('ป่าติ้ว', 'ยโสธร')",27.5 km
2956,"('คำเขื่อนแก้ว', 'ยโสธร')","('มหาชนะชัย', 'ยโสธร')",19.8 km
2957,"('คำเขื่อนแก้ว', 'ยโสธร')","('เมืองอำนาจเจริญ', 'อำนาจเจริญ')",55.6 km
2958,"('คำเขื่อนแก้ว', 'ยโสธร')","('หัวตะพาน', 'อำนาจเจริญ')",30.4 km
2959,"('ป่าติ้ว', 'ยโสธร')","('เมืองยโสธร', 'ยโสธร')",33.7 km
2960,"('ป่าติ้ว', 'ยโสธร')","('ทรายมูล', 'ยโสธร')",30.0 km
2961,"('ป่าติ้ว', 'ยโสธร')","('กุดชุม', 'ยโสธร')",25.7 km
2962,"('ป่าติ้ว', 'ยโสธร')","('คำเขื่อนแก้ว', 'ยโสธร')",25.6 km
2963,"('ป่าติ้ว', 'ยโสธร')","('ไทยเจริญ', 'ยโสธร')",37.2 km
2964,"('ป่าติ้ว', 'ยโสธร')","('เมืองอำนาจเจริญ', 'อำนาจเจริญ')",28.5 km
2965,"('ป่าติ้ว', 'ยโสธร')","('เสนางคนิคม', 'อำนาจเจริญ')",49.8 km
2966,"('ป่าติ้ว', 'ยโสธร')","('หัวตะพาน', 'อำนาจเจริญ')",27.4 km
2967,"('มหาชนะชัย', 'ยโสธร')","('ศิลาลาด', 'ศรีสะเกษ')",24.0 km
2968,"('มหาชนะชัย', 'ยโสธร')","('เขื่องใน', 'อุบลราชธานี')",59.9 km
2969,"('มหาชนะชัย', 'ยโสธร')","('พนมไพร', 'ร้อยเอ็ด')",23.3 km
2970,"('มหาชนะชัย', 'ยโสธร')","('ราษีไศล', 'ศรีสะเกษ')",24.7 km
2971,"('มหาชนะชัย', 'ยโสธร')","('คำเขื่อนแก้ว', 'ยโสธร')",19.6 km
2972,"('มหาชนะชัย', 'ยโสธร')","('ค้อวัง', 'ยโสธร')",25.2 km
2973,"('ค้อวัง', 'ยโสธร')","('เขื่องใน', 'อุบลราชธานี')",30.9 km
2974,"('ค้อวัง', 'ยโสธร')","('ยางชุมน้อย', 'ศรีสะเกษ')",17.6 km
2975,"('ค้อวัง', 'ยโสธร')","('ราษีไศล', 'ศรีสะเกษ')",33.6 km
2976,"('ค้อวัง', 'ยโสธร')","('มหาชนะชัย', 'ยโสธร')",31.2 km
2977,"('เลิงนกทา', 'ยโสธร')","('หนองพอก', 'ร้อยเอ็ด')",44.9 km
2978,"('เลิงนกทา', 'ยโสธร')","('เมืองมุกดาหาร', 'มุกดาหาร')",48.9 km
2979,"('เลิงนกทา', 'ยโสธร')","('นิคมคำสร้อย', 'มุกดาหาร')",22.2 km
2980,"('เลิงนกทา', 'ยโสธร')","('ดอนตาล', 'มุกดาหาร')",49.9 km
2981,"('เลิงนกทา', 'ยโสธร')","('กุดชุม', 'ยโสธร')",33.8 km
2982,"('เลิงนกทา', 'ยโสธร')","('ไทยเจริญ', 'ยโสธร')",23.8 km
2983,"('เลิงนกทา', 'ยโสธร')","('ชานุมาน', 'อำนาจเจริญ')",55.9 km
2984,"('เลิงนกทา', 'ยโสธร')","('เสนางคนิคม', 'อำนาจเจริญ')",24.4 km
2985,"('เลิงนกทา', 'ยโสธร')","('หนองสูง', 'มุกดาหาร')",55.2 km
2986,"('ไทยเจริญ', 'ยโสธร')","('กุดชุม', 'ยโสธร')",16.7 km
2987,"('ไทยเจริญ', 'ยโสธร')","('ป่าติ้ว', 'ยโสธร')",37.2 km
2988,"('ไทยเจริญ', 'ยโสธร')","('เลิงนกทา', 'ยโสธร')",23.9 km
2989,"('ไทยเจริญ', 'ยโสธร')","('เมืองอำนาจเจริญ', 'อำนาจเจริญ')",40.2 km
2990,"('ไทยเจริญ', 'ยโสธร')","('เสนางคนิคม', 'อำนาจเจริญ')",37.2 km
